사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-19,경춘선,1328,남춘천,509,1,1794,14,4293,832,4705,2787,5534,5491,6172,6224,5415,5191,5359,10562,5623,10143,6897,5101,7774,5780,6863,5598,7439,5248,7265,7895,6031,4687,4708,9449,3841,4000,3438,3899,2205,4719,677,2611,10,1706,0,0,0,0,0,0
Jun-19,경춘선,1329,춘천,284,1,614,1,1811,454,2202,1641,2972,4243,3418,4354,2956,4708,3094,7236,3429,5981,4731,5648,6958,3803,9073,4402,10042,3132,7829,3683,5255,2821,3736,4281,3233,1857,2390,1801,1147,1835,226,1207,5,919,0,0,0,0,0,0
Jun-19,수인선,1878,달월,0,0,10,34,42,116,93,117,125,379,64,134,62,79,88,82,111,81,127,115,125,92,95,57,221,66,608,100,374,112,94,90,66,60,53,42,22,48,8,27,5,12,0,0,0,0,0,0
Jun-19,수인선,1879,월곶,3,0,1159,357,3612,1862,9386,2572,8695,2954,5673,2762,4190,2858,3857,3902,4248,3842,4082,3290,3893,3480,3848,4258,4521,4983,4853,6316,5901,8636,3664,6067,2873,4683,2468,4455,1574,4111,1006,2708,27,600,0,0,0,0,0,0
Jun-19,수인선,1880,소래포구,1,0,2035,391,5798,2573,15836,3828,12944,7418,8222,6182,6846,8327,7471,15206,9219,15592,11186,12802,14479,11854,16816,10306,15439,10076,13088,11222,10642,12267,6465,10076,5184,7385,4713,6494,3749,5611,2134,3926,159,1131,0,0,0,0,0,0
Jun-19,수인선,1881,인천논현,2,0,2291,771,6307,4151,16299,8592,15754,16190,10760,11237,9209,7795,9341,8296,10528,9876,10012,10872,9557,10637,10105,11350,11258,13302,13789,17280,14973,19882,10083,14597,8558,10161,9025,9111,6768,7662,4061,4488,442,1169,0,0,0,0,0,0
Jun-19,수인선,1882,호구포,2,0,1488,926,3609,4887,7372,16612,8963,17014,5485,5957,4818,3096,4997,3492,5360,4011,5054,4129,5074,4062,5305,4570,6352,5253,12057,7090,15434,8329,6160,6273,5952,4541,4551,4522,2794,3623,1509,2453,214,765,0,0,0,0,0,0
Jun-19,수인선,1883,남동인더스파크,0,0,396,634,786,3762,1095,16663,1986,19275,1473,3403,1446,1589,1781,1811,1902,1659,2118,1959,2560,1385,2791,1127,3642,1094,11255,1600,12651,1892,4981,2301,4033,1451,2459,1149,805,642,273,399,23,96,0,0,0,0,0,0
Jun-19,수인선,1884,원인재,27,7,3257,620,7343,2468,14658,5269,16343,7835,10245,5187,7517,4553,7680,5260,7955,5723,7867,6580,6763,6887,7173,7836,7482,9603,8210,12392,8753,16154,5340,12280,4571,9781,4193,9787,3414,8504,2026,5529,305,1943,0,0,0,0,0,0
Jun-19,수인선,1885,연수,3,0,2464,825,6080,2436,15993,5737,14435,13167,8454,8935,6991,7509,7474,7402,8705,7376,8916,8118,8328,7796,8451,8505,9310,10120,11189,13604,14167,18843,7361,12267,6734,10213,7201,8093,6671,5936,3717,4669,561,1153,0,0,0,0,0,0
Jun-19,수인선,1886,송도,1,0,1876,284,4037,1385,10664,2688,11541,4212,6177,2852,5018,3024,5004,3455,5619,3817,5706,4033,4750,4465,4294,4989,5085,6517,5332,7830,5126,10252,2979,6633,2213,4890,1918,4423,1396,4625,649,3390,42,759,0,0,0,0,0,0
Jun-19,수인선,1888,인하대,12,0,2928,624,8201,3118,20580,4781,18527,15272,9567,9150,7982,8398,8704,6956,9237,8778,9778,9462,9423,8074,10199,8867,12600,10977,13984,14967,13048,20292,7753,11776,6454,9067,6370,8951,5715,8902,4219,4837,123,1635,0,0,0,0,0,0
Jun-19,수인선,1889,숭의,7,0,2597,867,4996,2830,12644,7907,11310,12349,6891,5707,6532,4439,6361,4405,6973,5151,6617,5642,6195,5143,6733,5241,7182,6478,9279,8661,10636,10758,4981,7204,3486,5368,3088,5239,1933,4640,959,2816,23,926,0,0,0,0,0,0
Jun-19,수인선,1890,신포,1,0,1064,167,1403,1383,3054,4244,3005,10038,2174,3930,1830,2939,2274,3390,3292,3621,3303,3523,3482,3302,4421,3410,5899,3449,5825,4244,7155,5218,3271,3227,3095,2046,2876,1683,1823,1456,901,746,7,309,0,0,0,0,0,0
Jun-19,수인선,1891,인천,95,1,376,70,841,1217,2086,3084,2309,4628,1368,2432,1693,3451,1727,4558,2138,5000,2490,4772,2594,4329,3007,4617,3738,4360,3689,4164,3040,4760,1837,3013,1489,2369,1368,2130,684,1802,179,886,3,409,0,0,0,0,0,0
Jun-19,경강선,1501,판교,2,0,564,23,1595,4103,4976,9941,3906,23316,2803,20203,2490,8576,2648,7357,3334,5614,4112,5443,4987,4535,6543,4558,7068,4651,10104,5952,20404,5263,15127,4193,13476,1822,10031,1681,6007,1237,2031,749,1,268,0,0,0,0,0,0
Jun-19,경강선,1502,이매,3,0,622,22,1510,726,4210,2325,4144,3428,2077,1794,1833,1392,1633,1066,1899,1248,1592,1397,1794,1390,1739,1650,2038,1743,2624,2349,2461,2861,1565,2700,1383,1369,1434,1254,1242,994,441,582,30,166,0,0,0,0,0,0
Jun-19,경강선,1503,삼동,0,0,922,82,3566,950,10957,1835,13663,2155,7343,1064,4304,934,3065,1246,2859,1274,2706,1635,1991,2288,2041,2184,2078,3702,2929,4907,2732,7420,1367,7822,887,4964,688,4565,459,4098,145,1957,5,51,0,0,0,0,0,0
Jun-19,경강선,1504,경기광주,0,0,2007,188,12398,1913,32853,4534,36693,9177,19920,4706,13701,4050,11364,4854,10548,5642,9688,6728,8013,7688,7743,9982,8778,12603,10365,16679,9013,27210,5311,27016,3614,17763,2872,15721,1948,11348,820,8511,2,53,0,0,0,0,0,0
Jun-19,경강선,1505,초월,1,0,1154,89,4388,943,10970,3550,12777,5453,7741,1844,4882,1781,4365,1761,4123,2102,3642,2362,3189,2791,3140,3485,4114,4582,4586,5689,5134,9040,2421,8174,1593,7435,1276,5060,626,5696,264,4265,1,1,0,1,0,0,0,0
Jun-19,경강선,1506,곤지암,3,0,724,111,2235,1351,6168,4640,6375,6861,4950,4372,3339,3243,3633,2521,3362,2997,3704,2823,3761,2828,3964,3142,4630,3936,6554,4776,6461,5588,3148,5995,1848,3704,1305,4085,614,2979,283,2263,0,0,0,0,0,0,0,0
Jun-19,경강선,1507,신둔도예촌,0,0,551,60,1848,465,3890,1826,4146,4240,2809,3136,2348,1442,2214,1369,2925,1623,2444,1237,2060,1525,2427,1739,3238,1876,4858,2582,3225,3193,1426,3391,1061,2461,950,2479,455,2190,160,1937,0,0,0,0,0,0,0,0
Jun-19,경강선,1508,이천,15,0,899,18,2713,1190,7036,5152,7585,7912,5897,4625,5381,3346,4753,4039,4779,3651,4550,3993,4537,4262,4571,4836,5726,5566,6092,6627,7239,7669,3845,7500,3265,5952,2960,3786,1813,5236,584,2426,2,764,0,0,0,0,0,0
Jun-19,경강선,1509,부발,3,0,784,59,2341,1425,4980,4614,4983,5975,3848,1866,3304,1521,2751,1670,3221,1805,2705,1946,2635,2155,3170,2416,3871,3097,5093,4006,6059,3970,2469,4923,2171,3596,1676,3116,1083,3207,460,2610,0,1540,0,0,0,0,0,0
Jun-19,경강선,1510,세종대왕릉,0,0,247,24,366,73,975,483,927,615,745,463,736,563,619,654,557,513,582,378,599,655,637,602,562,608,767,715,659,616,333,1058,216,494,137,535,46,312,26,398,1,133,0,0,0,0,0,0
Jun-19,경강선,1511,여주,2,0,1449,10,3022,674,5819,2681,5584,4525,4579,7283,4338,4045,4283,4488,4594,4558,4741,3745,5738,3604,6379,3899,7324,4986,6504,4827,4504,4831,3082,6747,2219,4962,1900,2804,984,2975,245,2959,2,1175,0,0,0,0,0,0
Jun-19,5호선,2511,방화,0,0,5188,6,11947,3486,31070,5768,27212,16373,15933,8553,12877,6156,12573,6204,12879,7558,12322,8227,10524,9223,10752,10877,13945,13186,12454,15130,12574,20389,6189,21806,4804,14550,4135,13298,2855,13830,1133,9320,184,3177,2,324,0,0,0,0
Jun-19,5호선,2512,개화산,1,0,4533,128,7956,5071,23446,7818,20296,18042,11735,7734,8709,5660,8468,5593,8657,6661,8789,6614,7487,7094,7876,7897,9015,9212,12473,11277,16583,16295,7979,15322,5054,10605,3816,10182,3632,9543,1042,5722,144,2123,3,191,0,0,0,0
Jun-19,5호선,2513,김포공항,3,1,488,2412,2449,9688,7520,13566,9270,16964,8862,12752,8441,12529,10852,13847,11493,15581,13068,15975,15299,15378,17782,14039,16964,15124,22075,16187,29836,15506,20225,10605,16631,5838,16062,3451,13953,2332,4567,1106,321,472,0,18,0,0,0,0
Jun-19,5호선,2514,송정,22,0,5018,2292,10842,7439,30412,10907,32293,17044,20829,10825,16732,9616,14803,9547,13972,9935,13267,11356,12656,12310,12730,14215,15324,16920,17742,19554,20002,27465,12224,25554,8605,17359,8223,15469,6547,15329,3423,9537,458,2644,0,0,0,0,0,0
Jun-19,5호선,2515,마곡,1,0,2280,1857,6970,10658,24377,8747,23133,22702,12124,10014,8697,5596,7646,4500,7678,5356,7695,6654,7292,6743,8859,7435,13877,8854,18985,10730,18450,15836,8805,15966,5874,9262,4845,8735,3858,9226,1692,5898,240,2061,0,0,0,0,0,0
Jun-19,5호선,2516,발산,0,0,4066,3321,9879,19609,28925,29606,29551,88528,17890,51360,16995,26460,19522,28283,23672,29433,27327,28411,29770,25965,34889,24803,42607,27425,58073,32652,70706,47014,38650,39599,31153,21469,32166,17354,25678,15307,10193,9234,1238,3122,0,0,0,0,0,0
Jun-19,5호선,2517,우장산,1,0,6839,1088,22475,5217,60949,19636,62020,26790,35251,16282,27200,14201,24972,14067,27099,16462,25440,19720,21968,21894,24604,25353,30244,29157,26732,34906,22802,53253,14244,49723,11027,30651,10260,28047,8505,28879,3111,18670,347,5290,0,1,0,0,0,0
Jun-19,5호선,2518,화곡,147,0,25386,1938,43675,11047,122518,15032,154693,32128,77986,29361,52289,21354,47393,21692,47458,24635,43839,28842,38224,32886,36113,40894,38566,52066,41406,67033,43000,111705,27222,106379,21072,65157,18093,59095,14783,58899,6680,36875,744,10747,0,0,0,0,0,0
Jun-19,5호선,2519,까치산,124,2,25689,1484,45061,11047,137167,13341,159463,22759,84467,20858,53880,20052,46208,21277,47555,25242,43722,30418,36696,35066,33837,44906,36077,56983,36852,69357,36379,114366,24649,110426,18875,71779,16139,68679,13356,63018,6493,41193,973,11765,0,477,0,0,0,0
Jun-19,5호선,2520,신정(은행정),13,0,12173,890,21989,4562,63181,9225,77710,13343,37177,8865,21572,6812,18007,6865,17525,8164,16032,9856,13510,10825,12580,13703,14057,17517,15239,21740,16860,34638,10259,31204,6897,21184,6286,20067,5761,19758,1981,13908,247,3815,0,0,0,0,0,0
Jun-19,5호선,2521,목동,1,0,8666,1370,22487,7800,65603,18789,78224,31355,40204,25460,30070,18932,27911,16837,27848,19692,27381,25061,24449,27128,24386,30505,28075,37280,30102,47390,35209,82855,19780,69925,16914,40452,16841,38597,18920,36902,6687,23696,899,7144,0,0,0,0,0,0
Jun-19,5호선,2522,오목교(목동운동장앞),29,0,5192,1921,16787,9892,51104,24276,60269,74367,34740,57863,27162,36875,28743,36101,31782,38289,34648,41881,35526,40440,39331,40569,45099,47474,50927,56408,75386,82699,43753,62133,45742,33295,36004,29824,31320,28948,11602,18338,1517,4976,0,0,0,0,0,0
Jun-19,5호선,2523,양평,2,0,2502,896,6661,3065,21883,8088,24990,35112,11477,13749,7853,6131,7544,5413,8000,5654,8222,6492,7701,6490,7799,7291,7953,8499,11620,10650,29005,18791,10409,15240,6903,9170,5500,8978,3972,9268,1705,6134,237,1803,0,0,0,0,0,0
Jun-19,5호선,2524,영등포구청,3,0,1116,740,2450,1983,7821,4867,10464,18871,5172,9775,3858,4818,4303,3972,4366,3951,5095,4629,4700,4584,5119,4575,5751,5106,7925,5694,15867,9863,6760,6525,4079,3982,3717,3814,3125,3680,1475,2221,224,519,0,0,0,0,0,0
Jun-19,5호선,2525,영등포시장,13,0,2983,1053,5355,6281,18683,13472,25532,38749,12916,23302,10452,17690,11504,17005,13908,19089,14693,24139,15523,20255,18892,15817,24989,15546,28043,17537,38260,26825,18732,18072,14637,11240,11632,10321,8516,9918,3824,6539,494,1459,1,0,0,0,0,0
Jun-19,5호선,2526,신길,25,0,2438,501,3179,2973,10225,5251,15077,14469,6427,6402,3817,2869,3556,2691,4045,3030,4242,3692,3255,3535,3599,3969,5064,5025,6937,8111,11428,13010,4742,8372,3042,6193,2915,6626,2184,7085,1208,4615,227,1150,0,0,0,0,0,0
Jun-19,5호선,2527,여의도,9,1,2383,2708,4382,26164,10050,123527,14550,207011,12430,65016,12561,27751,18558,28199,18110,26964,23604,30159,25916,24848,32462,23236,39104,24284,92688,27466,167719,38727,61080,21863,43809,11732,45573,9364,31201,8003,11522,5379,1358,2662,0,17,0,0,0,0
Jun-19,5호선,2528,여의나루,16,0,1543,1688,2663,14043,5930,30936,9613,59636,6181,17474,5524,11383,7664,12384,9083,14150,9813,18109,13538,20168,18580,21327,24542,25453,37379,30644,56911,37857,32632,28970,33800,17790,42745,10946,36087,6254,15997,3276,1155,1139,0,0,0,0,0,0
Jun-19,5호선,2529,마포,18,1,2938,1233,8388,7326,25743,20761,38115,70844,20508,35569,16501,17575,17155,16670,18214,15646,20633,17785,18719,16609,19970,16564,20984,19699,29659,26596,58173,45208,24430,28975,20528,17279,21909,15348,16424,14247,7486,9401,967,2605,0,0,0,0,0,0
Jun-19,5호선,2530,공덕,10,2,2539,941,5869,7708,19490,29921,31132,86803,15293,39490,13340,17645,15601,17204,17893,16010,19790,17449,19772,15612,20009,16032,24703,18419,36038,25348,69301,45633,27418,26465,20829,15005,22098,13713,18661,13224,8357,8686,1193,2192,1,1,0,0,0,0
Jun-19,5호선,2531,애오개,2,0,2751,498,5921,3706,19666,9831,26567,30783,14037,13169,10224,8785,10107,7247,10504,7602,11441,9339,10532,9138,10949,9960,12070,11104,14052,13361,23514,22349,9839,15929,7401,10238,6803,9630,5481,9597,2044,6158,267,3483,3,463,0,0,0,0
Jun-19,5호선,2532,충정로(경기대입구),3,0,1392,407,2315,3300,5516,6624,7993,33277,4901,15464,4204,5471,5082,4612,5503,4556,6036,5405,5938,5658,6694,4641,8025,4777,12563,5885,26813,8771,8941,5896,6366,4058,5680,4121,3728,4207,1669,2779,249,813,1,91,0,0,0,0
Jun-19,5호선,2533,서대문,17,0,3271,1737,6422,16570,17910,54449,24506,148500,17333,48078,17303,25822,21248,22411,22454,21183,22706,26652,26273,22120,30559,18464,40341,18720,53638,22154,109797,28538,34529,18645,25992,12179,24988,12084,18237,11195,7183,6791,886,1968,1,41,0,0,0,0
Jun-19,5호선,2534,광화문(세종문화회관),12,0,1455,788,3621,27153,10607,83115,16101,284819,14637,110970,16698,57204,24408,57439,30508,52993,42621,60738,48213,50153,57601,40473,70977,40860,106846,45083,224295,56776,91744,30379,70927,13479,78607,10187,56925,7858,21009,4528,2318,1427,2,7,1,0,0,0
Jun-19,5호선,2535,종로3가,17,0,1889,480,2270,6532,3736,14885,6011,44780,7047,40408,9223,34251,13314,38561,19961,39175,25680,39010,31351,34480,36278,29543,41273,28175,47846,30084,64132,35076,43958,21253,36930,11008,38978,8299,32612,7023,15513,4899,1966,1607,1,13,0,0,0,0
Jun-19,5호선,2536,을지로4가,4,0,514,298,716,5204,1423,14675,2034,38114,2961,18415,3801,12048,5029,11240,6260,10710,8029,9439,9370,8574,10590,7508,11371,7196,18065,6311,31218,6321,17127,3636,9487,1885,7752,1484,5640,1354,2664,971,386,331,0,1,0,0,0,0
Jun-19,5호선,2537,동대문역사문화공원,1,0,314,352,633,2677,854,8774,1883,32345,2425,10824,2496,3878,3203,3592,2434,3428,2446,3679,3117,3178,3660,3007,3936,2686,9375,3203,19701,3360,8843,2271,4686,1567,4103,1504,2989,1714,1256,1336,200,350,0,11,0,0,0,0
Jun-19,5호선,2538,청구,2,0,1731,415,3394,2082,7309,4303,12337,15274,8128,8399,6039,4113,6618,4150,6007,4354,6531,4911,5931,4778,5854,5407,7226,6476,7975,7520,13336,10519,9083,8196,5537,5534,4770,5425,3774,5666,1870,3606,382,1093,0,0,0,0,0,0
Jun-19,5호선,2539,신금호,24,0,3317,398,7304,3081,22531,10657,30661,13047,15745,8183,10959,6509,9922,5959,10309,7089,10342,8379,8475,8720,8572,10503,12887,12463,10822,15849,11525,25080,8052,19024,6061,12331,4994,11578,3864,11944,1622,7840,286,2542,0,0,0,0,0,0
Jun-19,5호선,2540,행당,0,0,4594,845,12616,2621,34036,5449,47707,9525,23756,7337,15563,6042,13428,6794,13294,8105,13300,9463,10373,10494,9964,12448,10629,15353,11001,18567,11459,30888,7064,23875,5718,15382,4900,14478,4592,15287,1469,8614,225,2685,0,0,0,0,0,0
Jun-19,5호선,2541,왕십리(성동구청),46,0,2508,517,2899,2691,6518,6360,10029,19726,5962,10719,5355,7468,6353,8025,6953,8935,7618,9387,8123,9401,8834,9276,9637,10770,11150,12548,15635,18992,10148,12752,8937,7157,9796,6129,8315,5723,4099,3826,662,2339,0,284,0,0,0,0
Jun-19,5호선,2542,마장,3,0,3049,937,6177,4503,16780,7771,23121,17841,12807,10596,9985,8476,9386,7360,9347,8137,9409,8086,9098,7212,9710,8109,10959,9765,12001,12659,13323,17972,8795,14067,6648,9007,6034,8124,5304,8081,1973,5358,214,1510,0,41,0,0,0,0
Jun-19,5호선,2543,답십리,24,0,10554,1155,18757,7953,56767,13609,79877,36629,37254,18331,24499,14464,21313,14930,22917,16460,22809,20882,20378,20848,21263,21629,25368,25810,28238,33627,35321,53888,21692,44289,14254,27040,12585,25375,9798,25692,4467,17236,591,4801,0,12,0,0,0,0
Jun-19,5호선,2544,장한평,9,0,7330,1266,17425,12350,49564,22382,66799,65903,36031,30314,25110,20710,21932,21873,23292,21855,24619,26103,23036,23053,25995,23898,30994,27862,38431,35067,61770,55416,33580,45145,20614,28179,15419,26339,11853,25324,5668,16853,700,5223,0,103,0,0,0,0
Jun-19,5호선,2545,군자(능동),55,2,8255,898,11730,7012,34020,8901,48835,22453,22479,17197,14786,11878,14258,11765,15084,12705,15885,14385,14089,16090,14151,18220,15991,22066,19674,29325,24007,48461,15948,37647,13130,22681,13136,20393,11752,20901,6127,14413,993,6872,0,1308,0,0,0,0
Jun-19,5호선,2546,아차산(어린이대공원후문),0,0,9835,1404,17061,6439,45716,13606,64623,27878,33423,20956,23424,20004,21394,18338,23559,19031,26346,20700,25213,20174,26358,23532,27506,27996,27928,33987,28508,51041,19551,42509,14060,27111,12757,24072,9969,24255,3928,14991,471,4195,0,0,0,0,0,0
Jun-19,5호선,2547,광나루(장신대),3,0,5181,2225,15606,9212,42361,15883,51460,35376,31218,23763,22344,18922,22103,15455,22029,16668,23871,18474,21424,17715,23046,19085,26398,23621,28247,28175,34533,41113,17995,32245,13887,20307,15894,20099,12974,19584,4279,12516,532,2992,0,0,0,0,0,0
Jun-19,5호선,2548,천호(풍납토성),18,0,8462,1767,12456,13151,30693,20974,37178,36858,25626,39856,24854,30597,28405,32832,31713,33573,34281,36244,35258,36659,39285,38650,43335,42204,49219,49311,57693,64337,42231,53076,39674,30544,30158,27179,24965,24936,11459,16264,1586,5386,0,9,0,0,0,0
Jun-19,5호선,2549,강동,46,1,11970,1319,23953,13869,67101,25637,81111,40094,46485,25715,33120,20105,30702,19190,31167,21060,30632,23201,27486,23230,28445,25380,30114,31799,41175,36480,43573,52346,25102,47843,17523,30869,15093,29986,11755,29887,4809,20619,714,8271,0,1,0,0,0,0
Jun-19,5호선,2550,길동,15,0,4926,489,9167,3710,24081,5792,27604,14880,15048,11468,12680,9641,12032,9302,12889,10069,13364,10869,12028,11922,11070,13254,11541,15840,13523,19053,15323,26242,8062,23795,6831,13964,6073,12420,4810,9976,1919,7278,244,2543,0,0,0,0,0,0
Jun-19,5호선,2551,굽은다리(강동구민회관앞),1,0,6497,538,13903,3289,38351,6817,41225,14146,23163,10536,16764,9244,15655,9643,16929,10952,16382,12765,14085,13472,13676,15415,14683,19077,15556,22790,16809,30702,9349,32230,8257,17751,8135,17389,6706,18190,2040,11624,258,3906,0,0,0,0,0,0
Jun-19,5호선,2552,명일,5,0,4498,656,12588,3447,32997,6841,30248,12643,17747,10000,15077,9453,14012,9170,15063,9496,14159,10714,11740,11650,11952,13770,13961,16807,13371,20623,11819,28686,6502,30056,5567,15607,5508,14003,3439,14867,1343,9100,221,3057,0,8,0,0,0,0
Jun-19,5호선,2553,고덕,3,0,3777,1279,13301,6512,33967,15677,30739,17709,18276,14049,15974,11881,16391,11658,18096,11123,15716,13643,14595,14020,16845,14592,22946,15801,20830,18594,16711,29977,9736,28330,7819,16916,7028,14662,7120,15280,2339,9925,287,3019,0,403,0,0,0,0
Jun-19,5호선,2554,상일동,7,0,6213,3191,20812,27650,71499,12406,58085,15019,29650,8580,20393,6914,16865,8157,16037,9085,14203,10174,12996,11632,14378,13273,25724,17350,32091,21472,19561,34665,8510,38921,5849,23173,4247,20550,2764,19319,893,14667,88,3287,0,1160,0,0,0,0
Jun-19,5호선,2555,둔촌동,1,0,4018,705,9531,6748,26239,9995,29703,21367,17491,14860,13611,11121,13135,10967,14144,11189,14661,12914,13872,13309,14461,14759,17026,17726,18591,21654,20821,30404,12834,24670,9605,14662,9561,12390,7872,12998,3070,8099,325,1711,0,0,0,0,0,0
Jun-19,5호선,2556,올림픽공원(한국체대),1,0,1030,967,5043,4287,11773,8029,12453,12604,8883,8826,7622,8272,7946,7708,8141,8699,8362,11335,8423,10324,10243,11131,12983,12653,13393,11875,12526,12203,7118,8984,7724,5919,8126,5201,16539,4920,3367,4049,115,888,0,0,0,0,0,0
Jun-19,5호선,2557,방이,0,0,2645,1003,7383,3639,20710,8949,18693,23842,12834,14081,10468,9118,10313,8051,11228,9297,11205,11763,10695,10839,11746,12197,12438,16424,14800,18325,20659,22807,11996,19098,9515,11011,10973,9944,13132,8662,2625,6645,319,2094,0,0,0,0,0,0
Jun-19,5호선,2558,오금,2,0,1278,455,3541,2435,10660,9358,9886,19009,6238,6496,4938,4115,4825,3275,5259,3996,5417,4180,5186,4115,6017,4737,8239,5781,8334,6409,14068,8319,5536,7992,4112,4699,3455,4736,2862,4990,963,3555,130,1317,0,0,0,0,0,0
Jun-19,5호선,2559,개롱,0,0,3979,841,8427,3269,29534,8537,24354,15964,14591,9473,11664,7231,10731,6349,11843,7762,10782,9075,9128,9443,10190,11306,11963,14646,13630,16608,15394,21671,7597,22664,5770,12256,5073,12438,4661,14033,1365,7869,162,3193,0,0,0,0,0,0
Jun-19,5호선,2560,거여,0,0,4886,570,11016,5457,35853,7368,30665,16595,17876,8801,13348,6396,11319,6243,12096,7608,12003,8683,9952,9271,9828,11716,12596,15530,14203,16820,14863,22819,7249,22162,5481,13691,4959,13078,3410,13646,1219,7990,163,3080,0,0,0,0,0,0
Jun-19,5호선,2561,마천,2,0,6060,274,9184,5293,25697,4261,22719,10129,12521,7923,9185,7140,8208,5408,8993,6674,8277,7000,7983,7074,7474,9538,8854,11691,10099,13531,8789,16167,4308,16312,3559,10205,2501,9487,1555,9861,646,6208,82,2703,0,0,0,0,0,0
Jun-19,6호선,2611,응암,2,0,11478,1711,25695,8494,70955,11192,88353,18174,48550,15043,31441,13999,29113,15306,29638,16953,28437,20902,24001,20981,23527,27824,25059,33841,26936,44122,24966,67259,15837,66022,12522,39239,11316,38891,8918,37709,4299,24881,527,8045,1,20,0,0,0,0
Jun-19,6호선,2612,역촌,8,0,2117,374,5481,2497,16898,3287,17457,8465,9600,5613,7048,4934,6423,4885,6749,6177,7491,5852,6382,6317,5748,6900,5739,9028,6388,10872,6652,16581,3986,14937,2798,9052,2390,8460,1972,8097,960,6527,98,1828,0,1,0,0,0,0
Jun-19,6호선,2613,불광,31,0,1843,477,3807,2035,11427,4612,13524,8108,7763,8046,6753,6928,7678,7605,8780,8396,9948,8992,10492,9066,11672,9171,12672,10964,13100,12007,12798,17631,8790,14438,7410,8682,6983,6863,4804,7631,1814,5344,243,1579,0,2,0,0,0,0
Jun-19,6호선,2614,독바위,17,0,2541,333,4898,1137,13856,1911,13897,3395,7720,4313,5099,3974,4372,3388,4588,3078,4445,3688,3809,3614,3926,4642,3918,5720,3699,7059,3419,10168,2369,10559,1372,6467,1137,6849,948,6580,579,4458,70,1820,0,1,0,0,0,0
Jun-19,6호선,2615,연신내,0,0,0,0,0,0,1,0,3,0,2,0,0,0,2,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
Jun-19,6호선,2616,구산,16,0,5649,210,11661,2423,29764,9131,36629,7286,20794,6040,14188,6012,12565,6732,13384,7134,12452,7982,10409,9023,12271,9654,14064,13188,12195,13770,10765,19281,6962,19927,5538,11698,5203,9482,5053,9460,1649,6897,238,2354,1,1,0,0,0,0
Jun-19,6호선,2617,새절(신사),2,0,11192,984,21515,5813,55085,10806,65844,17755,35272,15051,24633,11290,22223,12095,22716,13899,21566,16348,18473,16891,18243,19979,22249,25698,21519,32065,19395,48179,12901,43099,9731,29174,9424,25686,7287,27569,3299,17685,530,5149,3,1462,0,0,0,0
Jun-19,6호선,2618,증산(명지대앞),14,0,8579,944,15558,4320,41801,5635,50440,11784,28678,9361,19799,9532,16755,8865,16957,11118,16500,11457,13663,13406,13453,15894,14757,21479,15108,24908,15144,37596,9865,33742,7560,22744,6348,20777,5427,22065,2485,14510,493,4365,2,609,0,0,0,0
Jun-19,6호선,2619,디지털미디어시티,70,2,5822,2455,13265,10559,38553,29227,44102,71506,25340,31019,17380,14428,15272,11823,15862,12933,15015,14654,14445,14455,15366,17356,18152,21116,30048,25768,50953,37563,24256,31289,13256,19465,11369,19862,10227,17962,4610,12282,925,4888,2,539,0,0,0,0
Jun-19,6호선,2620,월드컵경기장(성산),664,0,1537,1367,3037,2859,9445,6942,11299,13216,7259,11067,7644,11505,8509,13025,9583,14107,10730,16129,12095,15398,14163,15975,16187,16459,17095,22867,16610,32382,10752,25993,11327,8518,23649,7782,25575,7070,3937,5139,686,1474,1,43,0,0,0,0
Jun-19,6호선,2621,마포구청,113,4,7837,2373,14993,7760,40746,14878,57580,35943,34823,19558,24129,13369,21919,13223,22136,15924,21796,18118,19781,17528,21012,19450,21993,23357,24971,27197,37527,37668,19956,32061,13993,23414,14391,20920,12331,21407,5505,14221,780,4159,0,5,0,0,0,0
Jun-19,6호선,2622,망원,48,0,6501,1061,10639,5394,28867,8645,41896,31365,27027,28572,20402,19882,19509,20285,21274,25591,22241,26583,21114,28426,22297,28103,24512,33610,26639,35330,36363,47378,25639,39514,20827,22414,20604,17835,16926,18539,8729,11565,1320,3261,0,0,0,0,0,0
Jun-19,6호선,2623,합정,45,0,5152,1779,8232,9249,18040,16826,26933,43136,20020,26184,16198,19791,17004,18991,19708,21405,21617,23020,22627,22277,24334,21818,27881,26001,34808,30889,51275,43606,34410,33168,29495,18746,34993,15558,32195,16740,18265,11231,2919,3281,0,8,0,0,0,0
